"product_key","product_id","product_name","category","supplier_id","cost","selling_price","reorder_level"
674,"PRD00674","Essential Pasta Pack","Grocery","SUP0090",22.60,33.43,20
675,"PRD00675","Heavy-Duty Trousers","Apparel","SUP0107",62.56,99.18,20
676,"PRD00676","Essential Bed Frame","Furniture","SUP0063",550.52,901.07,20
677,"PRD00677","Pro Building Blocks","Toys & Games","SUP0049",110.65,179.55,50
678,"PRD00678","Compact Tablet Stand","Electronics","SUP0066",793.84,1499.22,100
679,"PRD00679","Deluxe Hoodie","Apparel","SUP0063",35.23,68.63,25
680,"PRD00680","Heavy-Duty Puzzle","Toys & Games","SUP0094",17.50,32.60,50
681,"PRD00681","Heavy-Duty Electric Toothbrush","Health & Beauty","SUP0109",39.92,76.19,10
682,"PRD00682","Classic Bookshelf","Furniture","SUP0055",784.55,1454.90,20
683,"PRD00683","Deluxe Backpack","Sports & Outdoors","SUP0044",238.27,352.28,75
684,"PRD00684","Smart Building Blocks","Toys & Games","SUP0101",13.39,20.78,25
685,"PRD00685","Premium Coffee Beans","Grocery","SUP0013",7.77,13.76,100
686,"PRD00686","Ultra Office Chair","Furniture","SUP0016",327.84,649.68,20
687,"PRD00687","Premium Tent","Sports & Outdoors","SUP0026",194.45,363.01,100
688,"PRD00688","Essential Snack Box","Grocery","SUP0021",6.17,11.70,25
689,"PRD00689","Deluxe Router","Electronics","SUP0011",739.36,1194.29,25
690,"PRD00690","Essential Moisturizer","Health & Beauty","SUP0007",61.81,112.72,50
691,"PRD00691","Heavy-Duty Moisturizer","Health & Beauty","SUP0055",19.96,32.47,100
692,"PRD00692","Compact Headphones","Electronics","SUP0028",327.95,445.94,50
693,"PRD00693","Smart Monitor","Electronics","SUP0067",303.51,394.91,100
694,"PRD00694","Premium Resistance Bands","Sports & Outdoors","SUP0044",13.59,18.37,10
695,"PRD00695","Classic Pasta Pack","Grocery","SUP0062",38.56,64.09,10
696,"PRD00696","Compact Cap","Apparel","SUP0104",145.04,228.35,10
697,"PRD00697","Deluxe Router","Electronics","SUP0018",259.78,423.34,50
698,"PRD00698","Wireless TV Stand","Furniture","SUP0087",409.57,544.42,20
699,"PRD00699","Smart Headphones","Electronics","SUP0079",518.05,731.50,100
700,"PRD00700","Deluxe Cutting Board","Home & Kitchen","SUP0028",157.94,274.44,100
701,"PRD00701","Classic Phone Mount","Automotive","SUP0088",69.29,89.80,50
702,"PRD00702","Compact Coffee Beans","Grocery","SUP0018",31.45,50.16,10
703,"PRD00703","Classic Action Figure","Toys & Games","SUP0055",10.75,21.46,25
704,"PRD00704","Eco Desk","Furniture","SUP0083",75.56,133.84,10
705,"PRD00705","Smart Socks Pack","Apparel","SUP0093",147.63,211.02,75
706,"PRD00706","Heavy-Duty T-Shirt","Apparel","SUP0109",25.63,34.37,100
707,"PRD00707","Eco Spice Kit","Grocery","SUP0078",12.83,17.01,75
708,"PRD00708","Classic Cookware Set","Home & Kitchen","SUP0083",175.50,227.57,10
709,"PRD00709","Eco Bed Frame","Furniture","SUP0050",470.74,940.31,10
710,"PRD00710","Essential Socks Pack","Apparel","SUP0010",123.03,210.56,75
711,"PRD00711","Premium Snack Box","Grocery","SUP0120",12.94,22.23,25
712,"PRD00712","Smart Toaster","Home & Kitchen","SUP0047",135.54,212.74,75
713,"PRD00713","Ultra Car Vacuum","Automotive","SUP0003",60.98,116.77,75
714,"PRD00714","Pro Monitor","Electronics","SUP0006",368.08,513.83,10
715,"PRD00715","Classic Spice Kit","Grocery","SUP0037",15.34,23.94,100
716,"PRD00716","Classic Seat Cover","Automotive","SUP0090",332.74,599.00,50
717,"PRD00717","Portable Speaker","Electronics","SUP0036",618.90,778.75,10
718,"PRD00718","Portable Jacket","Apparel","SUP0104",65.34,105.26,20
719,"PRD00719","Classic Card Game","Toys & Games","SUP0082",6.23,9.00,100
720,"PRD00720","Compact Tyre Inflator","Automotive","SUP0090",306.51,414.66,50
721,"PRD00721","Eco Car Vacuum","Automotive","SUP0032",218.77,308.77,10
722,"PRD00722","Compact Tea Set","Grocery","SUP0079",1.47,2.10,75
723,"PRD00723","Essential Speaker","Electronics","SUP0016",781.06,1445.86,10
724,"PRD00724","Heavy-Duty Car Vacuum","Automotive","SUP0021",384.23,620.87,50
725,"PRD00725","Portable Spice Kit","Grocery","SUP0101",5.28,8.77,100
726,"PRD00726","Deluxe Jacket","Apparel","SUP0096",70.88,133.49,25
727,"PRD00727","Compact Car Vacuum","Automotive","SUP0043",48.25,77.98,50
728,"PRD00728","Compact Trousers","Apparel","SUP0092",26.76,39.97,75
729,"PRD00729","Ultra Hair Dryer","Health & Beauty","SUP0066",74.52,119.75,25
730,"PRD00730","Smart Speaker","Electronics","SUP0048",310.07,479.32,20
731,"PRD00731","Compact Socks Pack","Apparel","SUP0087",71.62,131.69,100
732,"PRD00732","Heavy-Duty Headphones","Electronics","SUP0006",715.29,1406.62,10
733,"PRD00733","Ultra Trousers","Apparel","SUP0050",119.10,177.05,20
734,"PRD00734","Premium Storage Box","Home & Kitchen","SUP0103",174.53,275.44,100
735,"PRD00735","Classic Dash Cam","Automotive","SUP0042",109.32,205.59,20
736,"PRD00736","Heavy-Duty Pen Set","Office Supplies","SUP0035",5.38,10.36,10
737,"PRD00737","Compact Card Game","Toys & Games","SUP0087",57.53,99.41,10
738,"PRD00738","Portable Blender","Home & Kitchen","SUP0052",167.56,321.94,10
739,"PRD00739","Pro Snack Box","Grocery","SUP0042",25.83,44.18,10
740,"PRD00740","Premium Action Figure","Toys & Games","SUP0026",11.73,19.22,25
741,"PRD00741","Pro Card Game","Toys & Games","SUP0032",21.42,38.62,50
742,"PRD00742","Ultra Stapler","Office Supplies","SUP0094",47.08,82.87,75
743,"PRD00743","Eco Bookshelf","Furniture","SUP0001",61.46,80.73,50
744,"PRD00744","Portable Webcam","Electronics","SUP0082",577.31,752.85,100
745,"PRD00745","Deluxe Coffee Beans","Grocery","SUP0098",3.78,4.76,100
746,"PRD00746","Heavy-Duty Binder","Office Supplies","SUP0040",86.17,155.38,10
747,"PRD00747","Eco Toaster","Home & Kitchen","SUP0063",93.49,137.65,10
748,"PRD00748","Wireless Snack Box","Grocery","SUP0012",14.64,26.81,10
749,"PRD00749","Portable Tea Set","Grocery","SUP0090",26.79,37.21,25
750,"PRD00750","Heavy-Duty Yoga Mat","Sports & Outdoors","SUP0075",57.19,75.71,10
751,"PRD00751","Essential Tent","Sports & Outdoors","SUP0010",200.13,364.89,75
752,"PRD00752","Classic Board Game","Toys & Games","SUP0031",34.75,43.98,25
753,"PRD00753","Deluxe Scarf","Apparel","SUP0051",16.91,33.41,100
754,"PRD00754","Deluxe Desk","Furniture","SUP0058",283.51,517.95,25
755,"PRD00755","Eco Jacket","Apparel","SUP0100",95.58,146.85,75
756,"PRD00756","Compact Speaker","Electronics","SUP0058",176.46,236.64,50
757,"PRD00757","Compact Socks Pack","Apparel","SUP0046",94.18,172.44,20
758,"PRD00758","Ultra Backpack","Sports & Outdoors","SUP0110",195.31,321.82,10
759,"PRD00759","Essential Router","Electronics","SUP0106",47.93,94.73,100
760,"PRD00760","Premium Dash Cam","Automotive","SUP0107",321.50,472.48,25
761,"PRD00761","Heavy-Duty Kettle","Home & Kitchen","SUP0046",245.15,417.10,50
762,"PRD00762","Essential Backpack","Sports & Outdoors","SUP0034",177.23,320.97,20
763,"PRD00763","Classic Power Bank","Electronics","SUP0072",652.24,1136.44,100
764,"PRD00764","Compact Building Blocks","Toys & Games","SUP0014",18.86,28.36,20
765,"PRD00765","Premium Air Fryer","Home & Kitchen","SUP0100",232.60,329.93,20
766,"PRD00766","Classic Cookware Set","Home & Kitchen","SUP0088",98.06,154.35,100
767,"PRD00767","Compact Spice Kit","Grocery","SUP0076",18.14,31.01,25
768,"PRD00768","Compact Coffee Beans","Grocery","SUP0009",37.78,54.05,20
769,"PRD00769","Ultra Pasta Pack","Grocery","SUP0012",5.74,8.03,25
770,"PRD00770","Ultra Blender","Home & Kitchen","SUP0022",222.64,386.14,75
771,"PRD00771","Heavy-Duty Tent","Sports & Outdoors","SUP0064",90.06,167.69,10
772,"PRD00772","Classic Stapler","Office Supplies","SUP0046",77.80,146.64,20
773,"PRD00773","Pro Snack Box","Grocery","SUP0058",36.84,53.02,20
774,"PRD00774","Smart Monitor","Electronics","SUP0083",607.71,969.54,25
775,"PRD00775","Portable Tent","Sports & Outdoors","SUP0008",253.55,455.47,10
776,"PRD00776","Wireless Hoodie","Apparel","SUP0026",117.58,204.84,100
777,"PRD00777","Portable Pasta Pack","Grocery","SUP0081",7.92,13.14,75
778,"PRD00778","Classic TV Stand","Furniture","SUP0046",886.59,1731.55,50
779,"PRD00779","Ultra Action Figure","Toys & Games","SUP0117",9.01,12.38,75
780,"PRD00780","Classic Backpack","Sports & Outdoors","SUP0024",44.73,80.27,10
781,"PRD00781","Eco T-Shirt","Apparel","SUP0115",123.58,174.26,25
782,"PRD00782","Ultra Webcam","Electronics","SUP0099",412.09,774.95,75
783,"PRD00783","Wireless Coffee Beans","Grocery","SUP0032",29.58,49.00,100
784,"PRD00784","Portable Scarf","Apparel","SUP0102",90.60,147.79,100
785,"PRD00785","Eco Tablet Stand","Electronics","SUP0046",248.58,416.06,20
786,"PRD00786","Smart Cookware Set","Home & Kitchen","SUP0104",174.71,332.82,100
787,"PRD00787","Smart Car Vacuum","Automotive","SUP0091",258.15,470.05,100
788,"PRD00788","Smart Whiteboard","Office Supplies","SUP0019",16.09,25.68,75
789,"PRD00789","Ultra Spice Kit","Grocery","SUP0040",1.36,1.95,20
790,"PRD00790","Compact Yoga Mat","Sports & Outdoors","SUP0030",219.58,437.81,75
791,"PRD00791","Portable Toaster","Home & Kitchen","SUP0001",32.00,49.64,25
792,"PRD00792","Eco Pasta Pack","Grocery","SUP0044",32.20,45.18,100
793,"PRD00793","Deluxe Blender","Home & Kitchen","SUP0003",142.33,256.17,20
794,"PRD00794","Wireless Puzzle","Toys & Games","SUP0109",75.45,104.95,75
795,"PRD00795","Compact Snack Box","Grocery","SUP0091",14.86,27.31,100
796,"PRD00796","Compact Pen Set","Office Supplies","SUP0039",50.77,63.66,25
797,"PRD00797","Wireless Cutting Board","Home & Kitchen","SUP0056",192.16,245.29,100
798,"PRD00798","Essential Snack Box","Grocery","SUP0023",30.08,42.17,100
799,"PRD00799","Heavy-Duty Spice Kit","Grocery","SUP0101",38.36,58.54,25
800,"PRD00800","Smart Scarf","Apparel","SUP0023",52.41,71.36,50
801,"PRD00801","Heavy-Duty Trousers","Apparel","SUP0017",49.31,94.06,20
802,"PRD00802","Heavy-Duty Phone Mount","Automotive","SUP0051",398.57,608.31,75
803,"PRD00803","Smart Webcam","Electronics","SUP0118",367.16,657.79,75
804,"PRD00804","Smart T-Shirt","Apparel","SUP0120",133.50,226.25,50
805,"PRD00805","Heavy-Duty Blender","Home & Kitchen","SUP0031",102.75,160.24,25
806,"PRD00806","Wireless Coffee Beans","Grocery","SUP0106",28.13,35.23,100
807,"PRD00807","Heavy-Duty Electric Toothbrush","Health & Beauty","SUP0058",63.10,95.70,10
808,"PRD00808","Eco Cap","Apparel","SUP0009",120.16,158.58,25
809,"PRD00809","Compact Cap","Apparel","SUP0001",90.29,145.43,10
810,"PRD00810","Heavy-Duty Desk Organizer","Office Supplies","SUP0022",58.52,76.00,50
811,"PRD00811","Classic Backpack","Sports & Outdoors","SUP0070",176.52,294.98,50
812,"PRD00812","Ultra Monitor","Electronics","SUP0021",455.12,774.89,50
813,"PRD00813","Premium Router","Electronics","SUP0003",546.03,1012.20,25
814,"PRD00814","Compact T-Shirt","Apparel","SUP0044",44.12,82.45,20
815,"PRD00815","Wireless Coffee Beans","Grocery","SUP0071",20.43,26.72,10
816,"PRD00816","Smart Hoodie","Apparel","SUP0091",13.49,20.24,10
817,"PRD00817","Essential Water Bottle","Sports & Outdoors","SUP0078",236.76,421.61,50
818,"PRD00818","Compact Cookware Set","Home & Kitchen","SUP0027",198.84,325.69,20
819,"PRD00819","Portable Binder","Office Supplies","SUP0119",40.74,55.43,100
820,"PRD00820","Essential Action Figure","Toys & Games","SUP0039",42.07,66.28,20
821,"PRD00821","Classic Power Bank","Electronics","SUP0020",84.55,119.68,10
822,"PRD00822","Classic Notebook","Office Supplies","SUP0038",54.64,98.45,100
823,"PRD00823","Ultra Moisturizer","Health & Beauty","SUP0013",99.84,194.67,10
824,"PRD00824","Essential Cookware Set","Home & Kitchen","SUP0011",163.50,256.03,50
825,"PRD00825","Pro Bed Frame","Furniture","SUP0061",581.66,1069.81,50
826,"PRD00826","Pro Coffee Beans","Grocery","SUP0083",5.62,8.75,75
827,"PRD00827","Deluxe Desk Organizer","Office Supplies","SUP0048",75.90,116.72,20
828,"PRD00828","Pro Tent","Sports & Outdoors","SUP0060",174.13,294.42,25
829,"PRD00829","Pro Socks Pack","Apparel","SUP0008",31.75,48.31,20
830,"PRD00830","Essential Office Chair","Furniture","SUP0011",317.70,403.37,100
831,"PRD00831","Portable Desk Organizer","Office Supplies","SUP0097",4.13,7.74,75
832,"PRD00832","Premium Scarf","Apparel","SUP0050",44.60,73.08,75
833,"PRD00833","Portable Binder","Office Supplies","SUP0111",28.29,55.32,50
834,"PRD00834","Eco Building Blocks","Toys & Games","SUP0039",34.08,53.58,10
835,"PRD00835","Heavy-Duty Notebook","Office Supplies","SUP0065",78.80,148.26,75
836,"PRD00836","Smart Spice Kit","Grocery","SUP0019",8.26,15.30,10
837,"PRD00837","Ultra Pasta Pack","Grocery","SUP0022",18.87,30.42,20
838,"PRD00838","Wireless Office Chair","Furniture","SUP0055",141.79,185.81,10
839,"PRD00839","Classic Pasta Pack","Grocery","SUP0106",29.39,47.68,100
840,"PRD00840","Smart Cookware Set","Home & Kitchen","SUP0041",113.72,204.37,100
841,"PRD00841","Compact Coffee Beans","Grocery","SUP0050",30.86,42.25,75
842,"PRD00842","Deluxe Pen Set","Office Supplies","SUP0067",55.70,75.28,50
843,"PRD00843","Premium Spice Kit","Grocery","SUP0076",30.30,52.80,75
844,"PRD00844","Compact Bed Frame","Furniture","SUP0020",862.04,1122.13,20
845,"PRD00845","Smart Puzzle","Toys & Games","SUP0119",10.62,15.52,10
846,"PRD00846","Compact Action Figure","Toys & Games","SUP0112",34.36,49.31,75
847,"PRD00847","Classic Snack Box","Grocery","SUP0050",36.34,52.23,100
848,"PRD00848","Smart Tent","Sports & Outdoors","SUP0005",85.95,156.39,20
849,"PRD00849","Wireless Socks Pack","Apparel","SUP0078",70.21,128.66,100
850,"PRD00850","Premium Seat Cover","Automotive","SUP0114",35.49,57.34,25
851,"PRD00851","Premium Seat Cover","Automotive","SUP0118",23.11,29.97,25
852,"PRD00852","Premium Snack Box","Grocery","SUP0105",36.35,49.23,25
853,"PRD00853","Ultra Scarf","Apparel","SUP0090",82.20,128.09,100
854,"PRD00854","Eco Speaker","Electronics","SUP0039",287.66,553.71,100
855,"PRD00855","Deluxe Backpack","Sports & Outdoors","SUP0094",12.42,21.71,50
856,"PRD00856","Compact Moisturizer","Health & Beauty","SUP0057",96.45,161.08,20
857,"PRD00857","Classic Tea Set","Grocery","SUP0098",37.54,48.40,75
858,"PRD00858","Premium Spice Kit","Grocery","SUP0102",17.33,25.04,20
859,"PRD00859","Heavy-Duty Tablet Stand","Electronics","SUP0018",588.69,1169.12,75
860,"PRD00860","Premium Pasta Pack","Grocery","SUP0025",11.00,19.15,20
861,"PRD00861","Eco Office Chair","Furniture","SUP0059",198.34,332.02,10
862,"PRD00862","Heavy-Duty Pasta Pack","Grocery","SUP0036",19.09,37.78,25
863,"PRD00863","Portable Bed Frame","Furniture","SUP0082",557.46,842.95,10
864,"PRD00864","Eco Tyre Inflator","Automotive","SUP0063",54.50,74.31,75
865,"PRD00865","Ultra Bike Light","Sports & Outdoors","SUP0071",72.24,103.90,25
866,"PRD00866","Pro Binder","Office Supplies","SUP0107",76.85,128.41,100
867,"PRD00867","Premium Tablet Stand","Electronics","SUP0007",425.86,568.98,20
868,"PRD00868","Eco Pasta Pack","Grocery","SUP0083",34.55,61.92,20
869,"PRD00869","Pro Hair Dryer","Health & Beauty","SUP0066",9.56,17.03,10
870,"PRD00870","Essential Coffee Beans","Grocery","SUP0061",22.20,29.11,20
871,"PRD00871","Smart Shampoo","Health & Beauty","SUP0029",47.46,76.58,25
872,"PRD00872","Pro Electric Toothbrush","Health & Beauty","SUP0055",19.08,37.38,50
873,"PRD00873","Ultra Snack Box","Grocery","SUP0028",34.15,59.82,50
874,"PRD00874","Portable Scarf","Apparel","SUP0080",72.03,112.28,50
875,"PRD00875","Premium Card Game","Toys & Games","SUP0085",79.51,131.91,25
876,"PRD00876","Smart Card Game","Toys & Games","SUP0037",11.22,18.34,25
877,"PRD00877","Ultra Car Vacuum","Automotive","SUP0044",324.50,517.39,25
878,"PRD00878","Pro Electric Toothbrush","Health & Beauty","SUP0084",8.04,14.79,100
879,"PRD00879","Essential Snack Box","Grocery","SUP0025",8.85,12.78,20
880,"PRD00880","Eco Yoga Mat","Sports & Outdoors","SUP0104",54.42,81.50,75
881,"PRD00881","Deluxe Binder","Office Supplies","SUP0018",68.59,112.46,100
882,"PRD00882","Ultra Router","Electronics","SUP0034",175.83,335.55,50
883,"PRD00883","Heavy-Duty Notebook","Office Supplies","SUP0075",79.40,151.09,100
884,"PRD00884","Eco Snack Box","Grocery","SUP0093",10.31,16.38,100
885,"PRD00885","Portable Cap","Apparel","SUP0101",147.82,270.36,50
886,"PRD00886","Essential Snack Box","Grocery","SUP0065",2.06,2.68,25
887,"PRD00887","Essential Sofa","Furniture","SUP0024",430.94,832.54,25
888,"PRD00888","Wireless Router","Electronics","SUP0093",437.88,710.84,75
889,"PRD00889","Wireless TV Stand","Furniture","SUP0116",117.29,204.39,25
890,"PRD00890","Eco Electric Toothbrush","Health & Beauty","SUP0029",82.74,127.03,100
891,"PRD00891","Classic Snack Box","Grocery","SUP0048",31.25,61.67,25
892,"PRD00892","Ultra Puzzle","Toys & Games","SUP0061",27.64,45.40,10
893,"PRD00893","Smart Spice Kit","Grocery","SUP0080",12.20,22.50,10
894,"PRD00894","Eco Bike Light","Sports & Outdoors","SUP0016",175.81,303.44,100
895,"PRD00895","Pro Desk Organizer","Office Supplies","SUP0007",72.22,111.72,20
896,"PRD00896","Eco Cookware Set","Home & Kitchen","SUP0053",229.45,378.54,75
897,"PRD00897","Ultra Pasta Pack","Grocery","SUP0041",7.16,12.69,100
898,"PRD00898","Compact Toaster","Home & Kitchen","SUP0043",199.97,297.47,100
899,"PRD00899","Deluxe Coffee Beans","Grocery","SUP0001",34.43,66.44,50
900,"PRD00900","Wireless Socks Pack","Apparel","SUP0098",45.15,89.74,20
901,"PRD00901","Compact Water Bottle","Sports & Outdoors","SUP0079",47.37,66.39,50
902,"PRD00902","Classic Hair Dryer","Health & Beauty","SUP0062",20.87,40.08,50
903,"PRD00903","Portable Monitor","Electronics","SUP0094",528.62,721.08,25
904,"PRD00904","Deluxe Spice Kit","Grocery","SUP0025",18.17,31.10,10
905,"PRD00905","Essential Moisturizer","Health & Beauty","SUP0029",11.10,21.22,100
906,"PRD00906","Pro Pasta Pack","Grocery","SUP0014",32.34,52.68,50
907,"PRD00907","Pro Water Bottle","Sports & Outdoors","SUP0009",290.34,453.89,10
908,"PRD00908","Pro Hoodie","Apparel","SUP0094",147.70,258.61,75
909,"PRD00909","Deluxe Building Blocks","Toys & Games","SUP0114",77.62,106.69,100
910,"PRD00910","Deluxe Tea Set","Grocery","SUP0046",35.40,55.60,20
911,"PRD00911","Classic Blender","Home & Kitchen","SUP0030",47.26,59.52,20
912,"PRD00912","Wireless Dash Cam","Automotive","SUP0094",228.30,375.68,10
913,"PRD00913","Wireless Puzzle","Toys & Games","SUP0047",87.45,167.70,100
914,"PRD00914","Premium Hair Dryer","Health & Beauty","SUP0113",10.70,19.25,100
915,"PRD00915","Portable Socks Pack","Apparel","SUP0007",32.17,60.92,75
916,"PRD00916","Essential Coffee Beans","Grocery","SUP0084",32.94,54.54,10
917,"PRD00917","Compact Tablet Stand","Electronics","SUP0057",572.54,850.66,50
918,"PRD00918","Pro Toaster","Home & Kitchen","SUP0090",122.02,227.72,20
919,"PRD00919","Essential Cutting Board","Home & Kitchen","SUP0002",119.14,180.90,25
920,"PRD00920","Compact Resistance Bands","Sports & Outdoors","SUP0067",151.30,283.11,25
921,"PRD00921","Heavy-Duty Moisturizer","Health & Beauty","SUP0054",35.52,49.03,10
922,"PRD00922","Smart Yoga Mat","Sports & Outdoors","SUP0037",215.33,402.56,10
923,"PRD00923","Ultra Bookshelf","Furniture","SUP0078",113.06,161.67,20
924,"PRD00924","Portable Bookshelf","Furniture","SUP0046",149.23,225.48,100
925,"PRD00925","Wireless Notebook","Office Supplies","SUP0071",41.63,75.42,50
926,"PRD00926","Heavy-Duty Tea Set","Grocery","SUP0043",26.39,45.28,20
927,"PRD00927","Essential Charger","Electronics","SUP0117",291.61,548.54,10
928,"PRD00928","Essential Bed Frame","Furniture","SUP0020",437.38,867.91,10
929,"PRD00929","Compact TV Stand","Furniture","SUP0093",579.87,779.75,10
930,"PRD00930","Essential Pasta Pack","Grocery","SUP0059",27.37,40.89,25
931,"PRD00931","Premium T-Shirt","Apparel","SUP0105",104.52,136.11,20
932,"PRD00932","Pro Snack Box","Grocery","SUP0103",7.82,14.79,100
933,"PRD00933","Heavy-Duty T-Shirt","Apparel","SUP0013",37.94,71.24,10
934,"PRD00934","Wireless Speaker","Electronics","SUP0043",234.23,405.72,25
935,"PRD00935","Smart Snack Box","Grocery","SUP0113",28.07,45.88,100
936,"PRD00936","Deluxe Speaker","Electronics","SUP0015",254.67,358.95,50
937,"PRD00937","Ultra Pen Set","Office Supplies","SUP0107",4.92,7.27,50
938,"PRD00938","Ultra Seat Cover","Automotive","SUP0084",264.73,517.21,20
939,"PRD00939","Heavy-Duty Headphones","Electronics","SUP0109",698.90,1275.18,20
940,"PRD00940","Smart Power Bank","Electronics","SUP0103",633.93,1108.58,75
941,"PRD00941","Wireless Vitamin Pack","Health & Beauty","SUP0049",28.25,54.53,25
942,"PRD00942","Essential Moisturizer","Health & Beauty","SUP0062",68.06,113.68,50
943,"PRD00943","Classic Power Bank","Electronics","SUP0006",102.13,161.91,10
944,"PRD00944","Deluxe T-Shirt","Apparel","SUP0091",71.75,136.21,100
945,"PRD00945","Heavy-Duty Card Game","Toys & Games","SUP0093",67.41,103.49,75
946,"PRD00946","Essential Scarf","Apparel","SUP0044",146.64,195.48,75
947,"PRD00947","Heavy-Duty Card Game","Toys & Games","SUP0013",53.02,67.95,50
948,"PRD00948","Eco Hair Dryer","Health & Beauty","SUP0045",74.77,144.95,100
949,"PRD00949","Classic Moisturizer","Health & Beauty","SUP0108",30.16,57.12,75
950,"PRD00950","Smart Coffee Beans","Grocery","SUP0002",12.40,23.97,100
951,"PRD00951","Portable Tea Set","Grocery","SUP0110",30.40,56.35,50
952,"PRD00952","Compact Tea Set","Grocery","SUP0042",1.70,3.35,20
953,"PRD00953","Pro T-Shirt","Apparel","SUP0065",110.37,163.19,20
954,"PRD00954","Classic Building Blocks","Toys & Games","SUP0105",100.21,146.42,20
955,"PRD00955","Ultra Power Bank","Electronics","SUP0012",700.11,934.25,50
956,"PRD00956","Compact Tent","Sports & Outdoors","SUP0096",212.88,352.43,100
957,"PRD00957","Classic Tablet Stand","Electronics","SUP0005",90.78,129.94,75
958,"PRD00958","Compact Card Game","Toys & Games","SUP0080",5.44,8.71,100
959,"PRD00959","Portable Socks Pack","Apparel","SUP0027",48.68,82.70,100
960,"PRD00960","Deluxe Electric Toothbrush","Health & Beauty","SUP0106",31.83,46.95,10
961,"PRD00961","Ultra Desk","Furniture","SUP0072",675.29,868.50,75
962,"PRD00962","Heavy-Duty Action Figure","Toys & Games","SUP0092",108.74,205.43,50
963,"PRD00963","Essential Monitor","Electronics","SUP0001",539.23,913.95,25
964,"PRD00964","Essential Pen Set","Office Supplies","SUP0071",80.52,111.84,75
965,"PRD00965","Compact Notebook","Office Supplies","SUP0115",8.95,12.80,20
966,"PRD00966","Heavy-Duty Resistance Bands","Sports & Outdoors","SUP0093",239.61,305.74,50
967,"PRD00967","Smart Monitor","Electronics","SUP0025",472.50,943.38,10
968,"PRD00968","Classic Pasta Pack","Grocery","SUP0059",34.37,56.40,20
969,"PRD00969","Compact Seat Cover","Automotive","SUP0006",34.82,65.24,100
970,"PRD00970","Smart Office Chair","Furniture","SUP0099",549.11,733.72,50
971,"PRD00971","Smart Bike Light","Sports & Outdoors","SUP0018",33.59,64.90,50
972,"PRD00972","Heavy-Duty Headphones","Electronics","SUP0071",540.32,1011.46,50
973,"PRD00973","Ultra Sofa","Furniture","SUP0100",794.11,1333.18,20
974,"PRD00974","Wireless Dash Cam","Automotive","SUP0014",211.80,333.12,50
975,"PRD00975","Smart Electric Toothbrush","Health & Beauty","SUP0065",33.74,53.17,50
976,"PRD00976","Smart Binder","Office Supplies","SUP0098",70.10,119.27,20
977,"PRD00977","Deluxe Trousers","Apparel","SUP0058",134.42,212.72,20
978,"PRD00978","Smart Cutting Board","Home & Kitchen","SUP0114",154.92,267.00,100
979,"PRD00979","Heavy-Duty Bike Light","Sports & Outdoors","SUP0111",179.96,319.78,25
980,"PRD00980","Portable Dash Cam","Automotive","SUP0026",102.60,167.68,20
981,"PRD00981","Pro Electric Toothbrush","Health & Beauty","SUP0118",13.11,20.17,100
982,"PRD00982","Heavy-Duty Cutting Board","Home & Kitchen","SUP0023",126.02,219.17,75
983,"PRD00983","Essential Action Figure","Toys & Games","SUP0091",114.26,194.30,10
984,"PRD00984","Portable Bed Frame","Furniture","SUP0075",675.64,1101.09,75
985,"PRD00985","Heavy-Duty Tea Set","Grocery","SUP0087",25.73,33.53,100
986,"PRD00986","Portable Snack Box","Grocery","SUP0113",10.92,16.61,50
987,"PRD00987","Portable Office Chair","Furniture","SUP0004",438.43,563.05,50
988,"PRD00988","Essential Blender","Home & Kitchen","SUP0026",41.89,61.06,25
989,"PRD00989","Wireless Desk","Furniture","SUP0088",875.09,1311.33,25
990,"PRD00990","Premium Cutting Board","Home & Kitchen","SUP0101",124.65,174.15,25
991,"PRD00991","Portable Blender","Home & Kitchen","SUP0046",155.81,227.56,50
992,"PRD00992","Essential Monitor","Electronics","SUP0096",177.49,290.63,100
993,"PRD00993","Eco Card Game","Toys & Games","SUP0101",4.64,5.83,100
994,"PRD00994","Essential T-Shirt","Apparel","SUP0119",36.76,46.96,50
995,"PRD00995","Essential Pen Set","Office Supplies","SUP0071",11.51,17.31,10
996,"PRD00996","Pro Monitor","Electronics","SUP0080",645.03,1083.03,50
997,"PRD00997","Essential TV Stand","Furniture","SUP0091",473.58,696.22,100
998,"PRD00998","Smart Whiteboard","Office Supplies","SUP0095",83.99,130.00,75
999,"PRD00999","Heavy-Duty Kettle","Home & Kitchen","SUP0038",29.08,49.81,50
1000,"PRD01000","Essential Blender","Home & Kitchen","SUP0024",35.55,53.64,20
